Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1964,Innsbruck,Skiing,"LAURILA, Kalevi",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"MeNTYRANTA, Eero",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"TIAINEN, Arto",FIN,Men,4X10KM Relay,Silver,,
1964,Innsbruck,Skiing,"TIAINEN, Arto",FIN,Men,50KM,Bronze,,
1964,Innsbruck,Skiing,"LEHTONEN, Mirja",FIN,Women,5KM,Silver,,
1964,Innsbruck,Skiing,"KANKKONEN, Veikko",FIN,Men,K120 Individual (90M),Silver,,
1964,Innsbruck,Skiing,"KANKKONEN, Veikko",FIN,Men,K90 Individual (70M),Gold,,
1964,Innsbruck,Skating,"CALMAT, Alain",FRA,Men,Individual,Silver,,
1964,Innsbruck,Skiing,"LACROIX, Leo",FRA,Men,Downhill,Silver,,
1964,Innsbruck,Skiing,"BONLIEU, Frane_ois",FRA,Men,Giant Slalom,Gold,,
1964,Innsbruck,Skiing,"GOITSCHEL, Marielle",FRA,Women,Giant Slalom,Gold,,
1964,Innsbruck,Skiing,"GOITSCHEL, Christine",FRA,Women,Giant Slalom,Silver,,
1964,Innsbruck,Skiing,"GOITSCHEL, Christine",FRA,Women,Slalom,Gold,,
1964,Innsbruck,Skiing,"GOITSCHEL, Marielle",FRA,Women,Slalom,Silver,,
1964,Innsbruck,Bobsleigh,"DIXON, Robin Thomas",GBR,Men,Two-Man,Gold,,
1964,Innsbruck,Bobsleigh,"NASH, Antony James",GBR,Men,Two-Man,Gold,,
1964,Innsbruck,Bobsleigh,"MONTI, Eugenio",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"RIGONI, Benito",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Gildo",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Sergio",ITA,Men,Four-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"MONTI, Eugenio",ITA,Men,Two-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"SIORPAES, Sergio",ITA,Men,Two-Man,Bronze,,
1964,Innsbruck,Bobsleigh,"BONAGURA, Romano",ITA,Men,Two-Man,Silver,,
1964,Innsbruck,Bobsleigh,"ZARDINI, Sergio",ITA,Men,Two-Man,Silver,,
1964,Innsbruck,Luge,"AUSSENDORFER, Walter",ITA,Men,Doubles,Bronze,,
1964,Innsbruck,Luge,"MAIR, Sigisfredo",ITA,Men,Doubles,Bronze,,
1964,Innsbruck,Skating,"DIJKSTRA, Sjoukje",NED,Women,Individual,Gold,,
1964,Innsbruck,Skating,"VERKERK, Cornelis",NED,Men,1500M,Silver,,
1964,Innsbruck,Biathlon,"JORDET, Olav",NOR,Men,20KM,Bronze,,
1964,Innsbruck,Skating,"JOHANNESEN, Knut",NOR,Men,10000M,Bronze,,
1964,Innsbruck,Skating,"MAIER, Fred Anton",NOR,Men,10000M,Silver,,
1964,Innsbruck,Skating,"HAUGEN, Villy",NOR,Men,1500M,Bronze,,
1964,Innsbruck,Skating,"MAIER, Fred Anton",NOR,Men,5000M,Bronze,,
1964,Innsbruck,Skating,"JOHANNESEN, Knut",NOR,Men,5000M,Gold,,
1964,Innsbruck,Skating,"MOE, Per Ivar",NOR,Men,5000M,Silver,,
1964,Innsbruck,Skating,"GJESTVANG, Alv",NOR,Men,500M,Silver,,
1964,Innsbruck,Skiing,"GRe_NNINGEN, Harald",NOR,Men,15KM,Silver,,
1964,Innsbruck,Skiing,"GRe_NNINGEN, Harald",NOR,Men,30KM Mass Start,Silver,,
1964,Innsbruck,Skiing,"KNUTSEN, Tormod",NOR,Men,Individual,Gold,,
1964,Innsbruck,Skiing,"BRANDTZeG, Torgeir",NOR,Men,K120 Individual (90M),Bronze,,
1964,Innsbruck,Skiing,"ENGAN, Toralf",NOR,Men,K120 Individual (90M),Gold,,
1964,Innsbruck,Skiing,"BRANDTZeG, Torgeir",NOR,Men,K90 Individual (70M),Bronze,,
1964,Innsbruck,Skiing,"ENGAN, Toralf",NOR,Men,K90 Individual (70M),Silver,,
1964,Innsbruck,Skating,"HAN, Pil Hwa",PRK,Women,3000M,Silver,,
1964,Innsbruck,Ice Hockey,"ANDERSSON, Anders",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"BLOME, Gert",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"HeGGROTH, Lennart",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON, Lennart",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON, Nils",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"JOHANSSON-TUMBA, Sven Olof",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"LUNDVALL, Lars Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"MeeTee, Eilert",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"MILD, Hans",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"NILSSON, Nils Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"NORDLANDER, Bert-Ola",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"e_BERG, Carl-Ge_ran",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"e_HRLUND, Uno",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"PETTERSSON, Ronald Erik",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"STERNER, Ulf",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"STOLTZ, Roland",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Ice Hockey,"SVENSSON, Kjell",SWE,Men,Ice Hockey,Silver,,
1964,Innsbruck,Skating,"NILSSON, Jonny",SWE,Men,10000M,Gold,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,15KM,Bronze,,
1964,Innsbruck,Skiing,"GUSTAFSSON, Toini",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"MARTINSSON, Barbro",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"STRANDBERG, Britt",SWE,Women,3X5KM Relay,Silver,,
1964,Innsbruck,Skiing,"ASPH, Karl-Ake",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"Re_NNLUND, Assar",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"STEFANSSON, Janne",SWE,Men,4X10KM Relay,Gold,,
1964,Innsbruck,Skiing,"JERNBERG, Sixten",SWE,Men,50KM,Gold,,
1964,Innsbruck,Skiing,"Re_NNLUND, Assar",SWE,Men,50KM,Silver,,
1964,Innsbruck,Ice Hockey,"BUBNIK, Vlastimil",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"CERNY, Josef",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"DOLANA, Jiri",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"DZURILLA, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"GOLONKA, Josef",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"GREGOR, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"JIRIK, Jaroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"KLAPAC, Jan",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"NADRCHAL, Vladimir",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"POTSCH, Rudolf",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"PRYL, Stanislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"SMID, Ladislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"SVENTEK, Stanislav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"TIKAL, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"VLACH, Miroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Ice Hockey,"WALTER, Jaroslav",TCH,Men,Ice Hockey,Bronze,,
1964,Innsbruck,Biathlon,"MELANIN, Vladimir",URS,Men,20KM,Gold,,
1964,Innsbruck,Biathlon,"PRIVALOV, Aleksandr",URS,Men,20KM,Silver,,
1964,Innsbruck,Ice Hockey,"ALEKSANDROV, Veniamin",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"ALMETOV, Aleksandr",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"DAVIDOV, Vitali",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"FIRSOV, Anatoli",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"IVANOV, Eduard",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"KONOVALENKO, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"KOUSKINE, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"LOKTEV, Konstantin",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"MAYOROV, Boris",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"MAYOROV, Evgeni",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"PETUKHOV, Stanislav",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"RAGULIN, Aleksandr",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"STARSHINOV, Viacheslav",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"VOLKOV, Leonid",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"YAKUSHEV, Viktor",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Ice Hockey,"ZAITZEV, Boris",URS,Men,Ice Hockey,Gold,,
1964,Innsbruck,Skating,"BELOUSOVA, Lyudmila",URS,Women,Pairs,Gold,,
1964,Innsbruck,Skating,"PROTOPOPOV, Oleg",URS,Men,Pairs,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,1000M,Gold,,
1964,Innsbruck,Skating,"YEGOROVA, Irina",URS,Women,1000M,Silver,,
1964,Innsbruck,Skating,"ANTSON, Ants",URS,Men,1500M,Gold,,
1964,Innsbruck,Skating,"KOLOKOLTSEVA, Berta",URS,Women,1500M,Bronze,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,1500M,Gold,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,3000M,Gold,,
1964,Innsbruck,Skating,"STENINA, Valentina",URS,Women,3000M,Silver,,
1964,Innsbruck,Skating,"GRISHIN, Yevgeny",URS,Men,500M,Silver,,
1964,Innsbruck,Skating,"ORLOV, Vladimir",URS,Men,500M,Silver,,
1964,Innsbruck,Skating,"SIDOROVA, Tatyana",URS,Women,500M,Bronze,,
1964,Innsbruck,Skating,"SKOBLIKOVA, Lidiya",URS,Women,500M,Gold,,
1964,Innsbruck,Skating,"YEGOROVA, Irina",URS,Women,500M,Silver,,
1964,Innsbruck,Skiing,"GUSAKOVA, Mariya",URS,Women,10KM,Bronze,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,10KM,Gold,,
1964,Innsbruck,Skiing,"MEKSHILO, Yevdoyka",URS,Women,10KM,Silver,,
1964,Innsbruck,Skiing,"VORONCHIKHIN, Igor",URS,Men,30KM Mass Start,Bronze,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"KOLCHINA, Alevtina",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"MEKSHILO, Yevdoyka",URS,Women,3X5KM Relay,Gold,,
1964,Innsbruck,Skiing,"KOLCHIN, Pavel",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"UTROBIN, Ivan",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"VAGANOV, Gennadi",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"VORONCHIKHIN, Igor",URS,Men,4X10KM Relay,Bronze,,
1964,Innsbruck,Skiing,"KOLCHINA, Alevtina",URS,Women,5KM,Bronze,,
1964,Innsbruck,Skiing,"BOYARSKIKH, Klavdiya",URS,Women,5KM,Gold,,
1964,Innsbruck,Skiing,"KISELYOV, Nikolay",URS,Men,Individual,Silver,,
1964,Innsbruck,Skating,"ALLEN, Scott",USA,Men,Individual,Bronze,,
1964,Innsbruck,Skating,"JOSEPH, Ronald",USA,Women,Pairs,Bronze,,
1964,Innsbruck,Skating,"JOSEPH, Vivian",USA,Men,Pairs,Bronze,,
1964,Innsbruck,Skating,"MCDERMOTT, Richard",USA,Men,500M,Gold,,
1964,Innsbruck,Skiing,"SAUBERT, Jean",USA,Women,Giant Slalom,Silver,,
1964,Innsbruck,Skiing,"HEUGA, James",USA,Men,Slalom,Bronze,,
1964,Innsbruck,Skiing,"KIDD, William",USA,Men,Slalom,Silver,,
1964,Innsbruck,Skiing,"SAUBERT, Jean",USA,Women,Slalom,Bronze,,
1968,Grenoble,Bobsleigh,"DURNTHALER, Reinhold",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"EDER, Josef",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"GRUBER, Herbert",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Bobsleigh,"THALER, Erwin",AUT,Men,Four-Man,Silver,,
1968,Grenoble,Luge,"SCHMID, Manfred",AUT,Men,Doubles,Silver,,
1968,Grenoble,Luge,"WALCH, Ewald",AUT,Men,Doubles,Silver,,
1968,Grenoble,Luge,"SCHMID, Manfred",AUT,Men,Singles,Gold,,
1968,Grenoble,Skating,"SCHWARZ, Wolfgang",AUT,Men,Individual,Gold,,
1968,Grenoble,Skiing,"HAAS, Christl",AUT,Women,Downhill,Bronze,,
1968,Grenoble,Skiing,"PALL, Olga",AUT,Women,Downhill,Gold,,
1968,Grenoble,Skiing,"MESSNER, Heinrich",AUT,Men,Giant Slalom,Bronze,,
1968,Grenoble,Skiing,"MATT, Alfred",AUT,Men,Slalom,Bronze,,
1968,Grenoble,Skiing,"HUBER, Herbert",AUT,Men,Slalom,Silver,,
1968,Grenoble,Skiing,"PREIML, Baldur",AUT,Men,K90 Individual (70M),Bronze,,
1968,Grenoble,Skiing,"BACHLER, Reinhold",AUT,Men,K90 Individual (70M),Silver,,
1968,Grenoble,Ice Hockey,"BOURBONNAIS, Roger",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"BRODERICK, Kenneth",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"CADIEUX, Raymond",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"CONLIN, Paul",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"DINEEN, Gary",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"GLENNIE, Brian",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"HARGREAVES, Ted",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"HUCK, Francis",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"JOHNSTON, Larry Marshall",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MCKENZIE, John Barry",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MCMILLAN, William",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MONTEITH, Stephen",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"MOTT, Morris",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"O'MALLEY, Terrence",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"O'SHEA, Danny",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"PINDER, Gerry",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"PINDER, Herbert",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Ice Hockey,"STEPHENSON, Wayne",CAN,Men,Ice Hockey,Bronze,,
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Giant Slalom,Gold,,
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Slalom,Silver,,
1968,Grenoble,Skating,"MUSTONEN, Kaija",FIN,Women,1500M,Gold,,
1968,Grenoble,Skating,"MUSTONEN, Kaija",FIN,Women,3000M,Silver,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,15KM,Silver,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,30KM Mass Start,Bronze,,
1968,Grenoble,Skiing,"LAURILA, Kalevi",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"MeNTYRANTA, Eero",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"OIKARAINEN, Kalevi",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skiing,"TAIPALE, Hannu",FIN,Men,4X10KM Relay,Bronze,,
1968,Grenoble,Skating,"PERA, Patrick",FRA,Men,Individual,Bronze,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Downhill,Gold,,
1968,Grenoble,Skiing,"PeRILLAT, Guy",FRA,Men,Downhill,Silver,,
1968,Grenoble,Skiing,"MIR, Isabelle",FRA,Women,Downhill,Silver,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Giant Slalom,Gold,,
1968,Grenoble,Skiing,"FAMOSE, Annie",FRA,Women,Giant Slalom,Silver,,
1968,Grenoble,Skiing,"KILLY, Jean-Claude",FRA,Men,Slalom,Gold,,
1968,Grenoble,Skiing,"FAMOSE, Annie",FRA,Women,Slalom,Bronze,,
1968,Grenoble,Skiing,"GOITSCHEL, Marielle",FRA,Women,Slalom,Gold,,
1968,Grenoble,Bobsleigh,"BADER, Pepi",FRG,Men,Two-Man,Silver,,
1968,Grenoble,Bobsleigh,"FLOTH, Horst",FRG,Men,Two-Man,Silver,,
1968,Grenoble,Luge,"NACHMANN, Fritz",FRG,Men,Doubles,Bronze,,
1968,Grenoble,Luge,"WINKLER, Wolfgang",FRG,Men,Doubles,Bronze,,
1968,Grenoble,Luge,"DeeNHAUPT, Angelika",FRG,Women,Singles,Bronze,,
1968,Grenoble,Luge,"SCHMUCK, Christa",FRG,Women,Singles,Silver,,
1968,Grenoble,Skating,"DANNE, Wolfgang",FRG,Men,Pairs,Bronze,,
1968,Grenoble,Skating,"GLOCKSHUBER, Margot",FRG,Women,Pairs,Bronze,,
1968,Grenoble,Skating,"KELLER, Erhard",FRG,Men,500M,Gold,,
1968,Grenoble,Skiing,"KELLER, Franz",FRG,Men,Individual,Gold,,
1968,Grenoble,Luge,"BONSACK, Klaus",GDR,Men,Doubles,Gold,,
1968,Grenoble,Luge,"Ke_HLER, Thomas",GDR,Men,Doubles,Gold,,
1968,Grenoble,Luge,"BONSACK, Klaus",GDR,Men,Singles,Bronze,,
1968,Grenoble,Luge,"Ke_HLER, Thomas",GDR,Men,Singles,Silver,,
1968,Grenoble,Skating,"SEYFERT, Gabriele",GDR,Women,Individual,Silver,,
1968,Grenoble,Skiing,"KUNZ, Andreas",GDR,Men,Individual,Bronze,,
1968,Grenoble,Bobsleigh,"ARMANO, Mario",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"DE PAOLIS, Luciano",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"MONTI, Eugenio",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"ZANDONELLA, Roberto",ITA,Men,Four-Man,Gold,,
1968,Grenoble,Bobsleigh,"DE PAOLIS, Luciano",ITA,Men,Two-Man,Gold,,
1968,Grenoble,Bobsleigh,"MONTI, Eugenio",ITA,Men,Two-Man,Gold,,
1968,Grenoble,Luge,"LECHNER, Erica",ITA,Women,Singles,Gold,,
1968,Grenoble,Skiing,"NONES, Franco",ITA,Men,30KM Mass Start,Gold,,
1968,Grenoble,Skating,"GEIJSSEN, Carolina",NED,Women,1000M,Gold,,
1968,Grenoble,Skating,"VERKERK, Cornelis",NED,Men,1500M,Gold,,
1968,Grenoble,Skating,"SCHENK, Ard",NED,Men,1500M,Silver,,
1968,Grenoble,Skating,"KAISER, Christina",NED,Women,1500M,Bronze,,
1968,Grenoble,Skating,"GEIJSSEN, Carolina",NED,Women,1500M,Silver,,
1968,Grenoble,Skating,"KAISER, Christina",NED,Women,3000M,Bronze,,
1968,Grenoble,Skating,"SCHUT, Johanna",NED,Women,3000M,Gold,,
1968,Grenoble,Skating,"NOTTET, Petrus",NED,Men,5000M,Bronze,,
1968,Grenoble,Skating,"VERKERK, Cornelis",NED,Men,5000M,Silver,,
1968,Grenoble,Biathlon,"SOLBERG, Magnar",NOR,Men,20KM,Gold,,
1968,Grenoble,Biathlon,"ISTAD, Jon",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"JORDET, Olav",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"SOLBERG, Magnar",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Biathlon,"WAERHAUG, Ola",NOR,Men,4X7.5KM Relay,Silver,,
1968,Grenoble,Skating,"MAIER, Fred Anton",NOR,Men,10000M,Silver,,
1968,Grenoble,Skating,"ERIKSEN, Ivar",NOR,Men,1500M,Silver,,
1968,Grenoble,Skating,"MAIER, Fred Anton",NOR,Men,5000M,Gold,,
1968,Grenoble,Skating,"THOMASSEN, Magne",NOR,Men,500M,Silver,,
1968,Grenoble,Skiing,"AUFLES, Inger",NOR,Women,10KM,Bronze,,
1968,Grenoble,Skiing,"Me_RDRE, Berit",NOR,Women,10KM,Silver,,
1968,Grenoble,Skiing,"GRe_NNINGEN, Harald",NOR,Men,15KM,Gold,,
1968,Grenoble,Skiing,"MARTINSEN, Odd",NOR,Men,30KM Mass Start,Silver,,
1968,Grenoble,Skiing,"AUFLES, Inger",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"ENGER, Babben",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"Me_RDRE, Berit",NOR,Women,3X5KM Relay,Gold,,
1968,Grenoble,Skiing,"ELLEFSAETER, Ole",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"GRe_NNINGEN, Harald",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"MARTINSEN, Odd",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Gold,,
1968,Grenoble,Skiing,"ELLEFSAETER, Ole",NOR,Men,50KM,Gold,,
1968,Grenoble,Skiing,"GRINI, Lars",NOR,Men,K120 Individual (90M),Bronze,,
1968,Grenoble,Bobsleigh,"NEAGOE, Nicolae",ROU,Men,Two-Man,Bronze,,
1968,Grenoble,Bobsleigh,"PANTURU, Ion",ROU,Men,Two-Man,Bronze,,
1968,Grenoble,Bobsleigh,"CANDRIAN, Hans",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"GRAF, Walter",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"HOFMANN, Willi",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Bobsleigh,"WICKI, Jean",SUI,Men,Four-Man,Bronze,,
1968,Grenoble,Skiing,"DeTWYLER, Jean-Daniel",SUI,Men,Downhill,Bronze,,
1968,Grenoble,Skiing,"FAVRE, Willy",SUI,Men,Giant Slalom,Silver,,
1968,Grenoble,Skiing,"BOCHATAY, Fernande",SUI,Women,Giant Slalom,Bronze,,
1968,Grenoble,Skiing,"HAAS, Joseph",SUI,Men,50KM,Bronze,,
1968,Grenoble,Skiing,"KeLIN, Alois",SUI,Men,Individual,Silver,,
1968,Grenoble,Biathlon,"ARWIDSON, Lars-Ge_ran",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"ERIKSSON, Tore",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"OLSSON, Holmfrid",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Biathlon,"PETRUSSON, Olle",SWE,Men,4X7.5KM Relay,Bronze,,
1968,Grenoble,Skating,"SANDLER, e_rjan",SWE,Men,10000M,Bronze,,
1968,Grenoble,Skating,"He_GLIN, Johnny",SWE,Men,10000M,Gold,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,10KM,Gold,,
1968,Grenoble,Skiing,"LARSSON, Gunnar",SWE,Men,15KM,Bronze,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"MARTINSSON, Barbro",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"STRANDBERG, Britt",SWE,Women,3X5KM Relay,Silver,,
1968,Grenoble,Skiing,"ANDERSSON, Bjarne",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"HALVARSSON, Jan",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"LARSSON, Gunnar",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"Re_NNLUND, Assar",SWE,Men,4X10KM Relay,Silver,,
1968,Grenoble,Skiing,"GUSTAFSSON, Toini",SWE,Women,5KM,Gold,,
1968,Grenoble,Ice Hockey,"CERNY, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"DZURILLA, Vladimir",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"GOLONKA, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HAVEL, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HEJMA, Petr",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HORESOVSKY, Josef",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"HRBATY, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"JIRIK, Jaroslav",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"KLAPAC, Jan",TCH,Men,Ice Hockey,Silver,,
1968,Grenoble,Ice Hockey,"KOCHTA, Jiri",TCH,Men,Ice Hockey,Silver,,
